,leagueID,season,homeTeamID,awayTeamID,home_shots_h_rolling5,home_shotsOnTarget_h_rolling5,home_shots_a_rolling5,home_shotsOnTarget_a_rolling5,home_fouls_h_rolling5,home_fouls_a_rolling5,home_ppda_h_rolling5,home_ppda_a_rolling5,home_deep_h_rolling5,home_corners_h_rolling5,home_total_key_passes_h_rolling5,home_total_assists_a_rolling5,away_shotsOnTarget_h_rolling5,away_fouls_h_rolling5,away_fouls_a_rolling5,away_ppda_h_rolling5,away_deep_h_rolling5,away_deep_a_rolling5,away_total_key_passes_h_rolling5,away_total_key_passes_a_rolling5,away_total_saved_shots_h_rolling5,away_total_saved_shots_a_rolling5,result
9850,3.0,2019.0,135.0,131.0,10.8,3.8,13.6,4.6,9.8,10.0,11.164099999999996,11.729420000000001,5.8,3.8,7.0,0.8,6.2,12.0,10.2,8.942299999999994,5.2,0.6,12.4,7.6,1.4,2.2,2.0
9464,5.0,2019.0,224.0,164.0,14.6,6.6,11.2,4.4,12.8,7.0,8.616519999999998,12.611480000000004,2.0,4.4,11.2,1.0,5.4,8.2,10.8,8.578759999999992,5.6,3.6,14.2,4.0,2.2,1.4,2.0
9461,2.0,2019.0,230.0,113.0,15.2,5.2,8.4,3.2,10.6,5.8,9.80904,12.537300000000002,3.4,6.0,10.6,1.0,3.6,11.0,9.0,11.49249999999999,3.6,3.2,10.8,6.2,2.8,1.0,2.0
10781,4.0,2019.0,231.0,153.0,14.2,5.2,12.4,5.6,8.0,8.6,11.308239999999998,13.356380000000001,6.0,3.0,10.2,0.8,3.4,8.6,12.2,8.856759999999996,4.4,3.4,9.6,12.6,2.0,2.6,2.0
9857,1.0,2019.0,82.0,92.0,14.2,5.6,10.0,3.6,8.6,12.4,10.598719999999997,13.803160000000005,6.0,5.2,10.4,1.0,7.6,10.2,13.0,10.564259999999996,7.6,5.8,13.0,11.0,2.8,2.8,2.0
9855,4.0,2019.0,155.0,158.0,10.8,4.6,15.4,4.8,6.2,13.4,11.59132,9.190600000000003,4.4,5.2,7.8,0.6,3.8,6.0,12.2,10.471879999999995,5.0,5.0,7.0,8.6,1.2,1.6,2.0
9460,4.0,2019.0,138.0,140.0,15.8,6.0,11.2,3.8,6.4,7.8,8.607439999999999,17.520160000000004,7.6,6.0,10.4,0.8,4.4,8.2,11.0,14.124759999999995,4.0,3.2,8.8,5.8,2.2,1.6,2.0
10783,2.0,2019.0,101.0,243.0,16.4,6.8,14.0,4.2,8.2,11.4,10.522499999999997,12.313780000000003,5.8,3.8,11.6,1.8,4.0,8.0,7.0,21.72293999999999,7.4,5.6,10.8,9.8,2.2,2.0,2.0
9849,3.0,2019.0,121.0,125.0,10.0,4.0,12.0,3.0,9.6,10.2,10.818719999999997,12.736080000000001,4.6,4.0,7.0,0.8,6.2,13.2,10.6,9.117299999999995,5.2,2.0,12.4,9.0,1.4,2.2,2.0
9853,3.0,2019.0,130.0,117.0,12.8,3.6,11.8,4.4,10.6,11.6,8.723799999999997,10.896680000000002,7.2,2.2,8.4,0.6,3.4,7.6,7.0,16.697899999999994,4.2,2.4,7.8,9.8,0.4,1.6,2.0
9858,5.0,2019.0,166.0,161.0,15.2,6.2,8.8,2.0,12.0,12.6,9.125459999999997,11.027120000000002,4.4,3.4,10.8,1.0,4.4,11.4,10.2,16.449599999999993,4.0,6.4,10.8,8.4,2.0,1.6,0.0
9477,1.0,2019.0,87.0,75.0,14.4,3.6,9.6,4.6,14.6,11.0,7.871179999999997,10.926780000000006,6.6,5.0,10.2,0.8,3.8,10.4,11.4,8.072079999999996,4.4,6.8,11.0,6.8,2.8,3.2,2.0
9474,1.0,2019.0,90.0,238.0,14.8,4.8,12.6,4.2,11.2,7.2,11.068499999999997,11.663140000000007,7.0,5.2,10.8,0.6,3.0,7.2,10.8,13.677479999999997,4.0,5.6,9.2,7.8,1.6,3.0,1.0
9472,3.0,2019.0,119.0,136.0,19.0,7.2,9.6,3.4,10.6,13.8,7.359899999999999,14.5949,4.4,3.6,15.2,1.4,6.4,9.2,13.6,12.882859999999997,5.8,3.0,10.6,8.0,2.2,3.6,1.0
9861,3.0,2019.0,119.0,124.0,16.0,4.6,10.2,4.2,10.2,11.8,8.005619999999997,11.416240000000002,6.8,2.6,10.6,0.6,2.6,8.6,7.0,16.345699999999997,3.8,2.4,5.6,10.2,1.0,1.0,2.0
10787,4.0,2019.0,159.0,150.0,10.4,3.6,13.4,5.0,9.8,4.4,16.99454,13.017880000000002,4.6,3.4,7.8,0.4,6.0,12.2,15.6,9.360879999999996,4.8,3.4,11.0,9.4,2.4,2.6,1.0
9475,4.0,2019.0,150.0,155.0,13.6,6.2,10.4,2.4,4.8,12.2,11.68682,13.038820000000005,4.4,4.2,9.8,0.2,6.6,10.0,10.8,10.325959999999995,4.0,2.8,11.0,6.4,2.6,2.2,2.0
10792,4.0,2019.0,154.0,156.0,19.6,7.2,9.4,4.0,8.4,11.4,9.440699999999998,11.093220000000002,6.4,3.4,13.8,0.8,4.2,9.4,12.6,8.356399999999997,4.2,2.4,11.2,11.0,2.8,1.6,2.0
9866,5.0,2019.0,170.0,180.0,15.0,6.6,9.4,2.0,12.8,11.6,8.959939999999998,10.677380000000003,2.8,3.2,11.4,0.8,4.0,14.8,10.8,8.272599999999992,4.0,6.0,10.6,8.0,1.4,1.4,2.0
9471,3.0,2019.0,135.0,129.0,16.4,7.4,10.6,3.2,10.6,13.8,6.771559999999999,12.098880000000003,3.4,5.0,14.2,0.8,7.6,12.0,10.6,14.068059999999994,6.4,4.2,12.4,8.4,2.4,2.6,1.0
10788,4.0,2019.0,155.0,147.0,13.4,5.0,10.0,3.6,11.4,4.4,11.970919999999998,14.773740000000004,5.2,4.8,9.4,0.2,6.4,9.6,15.4,9.242359999999996,6.0,3.4,12.0,8.2,2.8,2.6,2.0
9864,5.0,2019.0,225.0,174.0,13.0,5.8,11.8,3.4,6.0,11.0,8.200379999999997,15.232040000000003,5.4,4.4,10.0,1.0,4.2,6.0,11.6,17.47273999999999,4.6,3.4,11.6,8.2,3.2,2.4,2.0
9478,5.0,2019.0,161.0,167.0,15.6,6.4,15.0,5.2,8.4,9.8,10.116699999999998,10.338340000000002,4.0,4.4,11.6,0.6,6.8,10.6,12.0,10.297239999999992,4.4,3.8,12.4,9.0,3.8,1.4,2.0
9865,5.0,2019.0,171.0,224.0,12.0,4.6,13.4,3.4,3.8,12.2,15.802059999999997,10.720480000000004,5.0,4.6,10.0,1.0,4.4,8.6,10.8,10.150959999999989,3.8,2.6,11.8,6.8,3.0,2.4,2.0
9469,3.0,2019.0,205.0,125.0,18.2,6.4,8.4,2.2,9.4,13.2,7.215319999999998,15.168960000000004,6.0,5.8,14.8,0.4,8.0,11.6,8.4,21.826059999999995,5.2,4.2,14.0,7.4,2.0,1.6,0.0
9860,1.0,2019.0,88.0,89.0,18.5,5.25,11.25,2.25,11.75,9.0,11.304249999999996,12.238350000000004,4.5,5.25,13.75,0.5,7.0,13.2,9.4,11.044299999999996,7.8,3.6,13.4,11.0,1.6,3.4,0.0
10790,4.0,2019.0,157.0,239.0,15.2,5.4,11.0,5.0,11.0,8.0,11.583899999999998,13.75422,5.4,3.0,11.0,0.6,4.4,9.2,12.4,7.728559999999996,5.2,4.0,11.2,9.0,2.8,2.6,1.0
9476,1.0,2019.0,79.0,71.0,14.6,4.0,9.2,3.0,13.6,8.2,10.661059999999996,9.623820000000007,5.0,6.4,9.6,0.8,3.8,6.6,12.4,10.353379999999996,4.8,5.8,10.6,7.4,2.2,2.6,0.0
10784,2.0,2019.0,105.0,99.0,16.2,5.2,12.2,4.8,5.0,10.4,10.923399999999997,14.390840000000003,5.8,4.6,13.2,1.2,4.6,9.8,6.6,18.81585999999999,4.6,3.2,10.4,9.4,2.0,2.8,2.0
10785,2.0,2019.0,242.0,221.0,14.6,7.2,13.0,4.6,10.6,9.8,10.292459999999997,12.256660000000002,6.0,3.4,11.6,1.8,6.4,6.8,12.0,14.42937999999999,5.6,6.0,13.2,7.8,1.4,2.2,2.0
9863,5.0,2019.0,163.0,167.0,13.8,6.4,8.0,2.2,9.8,9.4,9.277459999999996,13.068300000000002,3.4,2.4,10.0,0.4,3.6,8.6,11.4,16.619679999999992,6.0,5.8,9.6,8.0,1.6,2.2,2.0
10791,4.0,2019.0,138.0,146.0,17.8,6.6,9.2,4.4,9.8,15.0,7.8643199999999975,9.920740000000004,6.2,3.0,13.6,1.2,3.0,12.0,9.0,8.827859999999996,3.2,3.8,9.6,9.6,2.0,1.2,2.0
10793,4.0,2019.0,151.0,142.0,14.8,4.8,9.6,4.2,11.4,6.0,10.606079999999999,14.467060000000004,6.0,4.6,10.8,0.4,6.2,9.4,13.8,8.475699999999996,6.0,3.4,12.2,8.8,2.8,2.8,2.0
9470,3.0,2019.0,117.0,120.0,17.8,7.8,8.8,3.4,10.6,13.0,7.330479999999999,13.556660000000003,4.4,5.4,15.0,1.0,6.6,11.4,12.8,13.122859999999994,7.2,3.0,12.2,7.0,2.4,3.0,0.0
10786,4.0,2019.0,141.0,152.0,12.4,5.2,11.8,4.2,10.0,6.2,15.16786,11.137880000000003,3.0,2.2,10.0,0.2,5.6,12.0,13.2,9.845519999999995,5.8,3.8,11.4,9.2,2.2,1.6,1.0
9867,2.0,2019.0,96.0,98.0,13.0,3.4,11.6,4.2,14.2,12.4,9.677879999999998,12.094980000000003,5.0,2.4,9.8,1.0,5.0,13.0,11.2,8.28093999999999,4.8,6.4,8.0,9.0,3.0,2.4,2.0
9868,4.0,2019.0,148.0,239.0,16.0,7.6,11.6,4.4,11.0,9.6,10.85986,15.292260000000002,2.4,4.8,11.0,0.4,3.0,8.4,10.6,12.444419999999997,3.4,5.6,7.0,8.8,2.0,1.0,2.0
9859,2.0,2019.0,99.0,105.0,14.8,4.0,8.2,2.8,10.8,4.8,9.767479999999997,12.935020000000003,7.0,4.4,12.2,0.2,4.0,8.0,11.4,12.86281999999999,3.6,5.0,9.6,11.4,2.2,2.0,1.0
9473,1.0,2019.0,92.0,72.0,14.2,3.8,11.6,4.6,14.8,12.6,8.328579999999997,10.143060000000007,5.6,3.8,9.8,0.8,4.2,13.4,11.4,7.745559999999995,6.8,6.0,12.2,6.6,3.2,2.8,2.0
10789,4.0,2019.0,158.0,148.0,13.0,5.0,13.0,4.4,9.2,9.6,16.46612,9.740880000000004,2.4,0.6,10.4,1.0,5.0,9.2,10.6,9.033099999999996,4.0,4.2,10.2,9.6,2.0,1.0,0.0
9862,4.0,2019.0,151.0,146.0,13.0,5.4,11.6,2.8,4.2,15.0,9.687439999999999,10.964080000000003,5.2,6.6,9.6,0.2,6.6,5.2,9.8,8.001699999999996,4.8,4.6,10.8,6.6,1.2,1.6,0.0
9481,3.0,2019.0,124.0,134.0,16.6,6.4,9.6,3.0,8.4,13.4,7.545879999999999,13.055160000000004,7.2,5.2,13.6,0.4,7.2,11.4,9.2,20.080279999999995,5.8,3.2,14.4,8.4,2.6,1.4,1.0
10795,2.0,2019.0,95.0,106.0,14.2,4.2,14.4,4.2,10.0,12.0,14.573839999999995,14.425660000000002,7.0,4.6,12.2,1.0,5.8,8.2,12.8,10.80585999999999,4.6,3.2,11.0,10.4,1.6,3.4,1.0
9485,5.0,2019.0,241.0,180.0,14.8,5.8,14.6,5.8,6.2,12.6,10.456279999999998,11.668620000000002,4.2,4.8,12.0,1.0,6.2,11.0,12.6,8.547959999999991,4.8,2.4,11.0,9.2,3.2,1.2,2.0
9480,1.0,2019.0,81.0,78.0,13.4,4.4,12.8,5.0,12.4,7.4,12.191359999999998,12.030600000000007,6.2,3.8,9.6,0.8,3.0,9.4,12.2,16.585559999999994,4.6,4.2,9.4,8.8,2.0,2.6,0.0
9486,5.0,2019.0,166.0,171.0,15.6,6.8,13.4,5.8,11.6,9.0,8.524439999999997,11.232700000000003,2.8,4.4,11.6,1.2,5.8,11.2,12.0,8.98569999999999,5.4,4.2,13.2,5.0,2.4,1.4,2.0
10799,2.0,2019.0,98.0,96.0,14.4,4.6,13.0,4.4,7.4,10.6,11.477899999999996,11.806840000000003,5.2,3.2,10.6,1.8,3.4,6.2,6.6,18.96331999999999,6.6,4.6,10.0,12.0,2.0,2.4,2.0
10801,2.0,2019.0,107.0,97.0,13.6,5.0,14.2,3.6,10.6,10.8,14.721459999999999,14.032160000000005,4.2,4.4,10.8,1.0,7.0,10.8,14.2,10.554619999999991,4.4,4.4,11.2,11.0,0.8,2.2,2.0
10803,2.0,2019.0,104.0,111.0,14.8,5.2,11.6,3.0,9.2,12.2,11.728659999999996,16.094500000000004,6.6,4.4,11.8,0.8,2.6,10.6,12.0,14.14857999999999,4.8,2.6,6.6,9.8,1.2,0.4,0.0
9479,2.0,2019.0,94.0,102.0,15.4,6.2,9.0,2.8,11.6,15.0,13.570359999999999,10.81216,5.2,1.8,11.0,0.8,4.4,12.8,10.0,12.601199999999988,5.6,3.8,8.4,10.6,3.4,3.2,2.0
10794,4.0,2019.0,143.0,140.0,10.6,4.0,12.8,4.6,9.0,6.8,15.710719999999998,9.605760000000004,2.8,2.2,8.8,0.8,6.0,8.8,11.6,9.589999999999995,5.0,4.8,11.4,10.4,1.4,2.0,1.0
10798,1.0,2019.0,229.0,78.0,14.2,3.8,12.8,4.2,8.0,13.0,10.074079999999999,16.321820000000002,6.8,6.0,9.4,1.2,4.8,10.8,12.0,6.909179999999995,5.2,2.2,13.8,6.6,3.8,1.4,2.0
10800,1.0,2019.0,90.0,88.0,13.2,3.8,13.0,4.6,5.2,14.2,10.885099999999998,16.217380000000002,8.0,5.4,9.4,1.2,4.2,10.4,12.2,7.7128399999999955,5.0,2.0,12.6,7.2,3.2,1.6,0.0
10802,1.0,2019.0,71.0,83.0,12.2,4.2,12.0,2.6,12.6,12.6,9.914259999999997,10.351380000000002,4.2,5.6,9.2,0.2,4.0,8.6,9.4,9.146619999999995,3.2,4.0,9.4,8.2,2.8,2.0,2.0
9873,2.0,2019.0,104.0,116.0,14.0,4.8,10.2,4.4,13.8,9.6,10.576959999999998,12.384540000000005,6.2,3.4,11.8,0.6,3.8,10.2,6.0,11.03217999999999,4.0,6.8,9.2,8.0,2.8,2.4,1.0
9484,5.0,2019.0,174.0,176.0,14.0,5.8,13.8,5.6,8.6,13.2,10.007799999999998,10.001780000000004,4.2,4.0,10.8,1.2,6.6,10.4,12.2,9.752739999999992,4.4,3.2,12.4,8.8,3.2,1.2,0.0
9483,5.0,2019.0,168.0,170.0,15.2,5.4,8.4,3.6,10.8,15.0,9.190679999999997,11.972740000000002,4.8,5.0,12.4,1.0,6.2,8.2,11.0,13.153539999999992,5.4,2.4,12.4,8.6,2.2,2.4,2.0
10796,1.0,2019.0,220.0,86.0,12.4,4.6,11.0,2.0,11.8,13.0,11.222379999999998,12.475100000000005,3.4,6.6,8.6,0.2,4.0,3.0,12.0,9.750939999999996,4.8,5.0,8.4,8.4,2.6,2.4,1.0
9869,4.0,2019.0,156.0,142.0,14.4,6.8,14.2,4.6,8.2,10.8,11.102079999999997,11.973280000000004,3.0,4.6,9.8,0.4,2.6,9.0,11.6,10.859499999999995,4.6,5.6,6.4,9.2,1.8,1.8,0.0
9870,2.0,2019.0,243.0,101.0,13.6,3.8,11.8,4.2,13.8,12.6,10.899079999999998,12.038700000000002,4.0,3.8,10.6,1.2,3.2,10.2,9.2,8.70855999999999,4.6,6.6,8.0,9.6,2.4,2.4,1.0
9871,4.0,2019.0,153.0,147.0,14.0,6.6,11.8,4.4,8.6,10.8,10.679859999999998,12.164180000000004,2.8,4.8,9.6,0.4,2.8,9.0,11.6,10.799979999999996,3.4,5.0,6.4,9.0,1.8,1.4,2.0
9872,1.0,2019.0,79.0,238.0,13.75,5.25,10.25,3.5,8.5,12.5,9.534124999999996,14.163050000000005,5.75,5.75,9.75,1.25,8.4,12.8,12.4,10.396679999999995,8.4,4.8,14.6,10.4,2.2,2.6,0.0
9878,1.0,2019.0,86.0,74.0,15.5,5.25,13.75,3.25,11.0,13.0,11.075999999999997,13.919025000000005,6.0,5.75,12.0,0.75,7.2,13.6,11.8,10.244299999999996,8.4,5.2,13.2,11.0,1.6,3.0,2.0
9874,2.0,2019.0,221.0,242.0,15.4,4.2,9.2,3.8,12.2,7.2,10.407759999999996,14.041780000000003,5.6,4.0,13.0,0.2,3.4,9.6,7.0,12.346479999999989,4.2,5.0,9.0,11.0,2.0,3.0,0.0
9875,5.0,2019.0,177.0,175.0,14.6,7.2,9.4,2.6,9.6,9.6,6.885419999999996,13.325220000000002,4.8,3.0,10.4,0.2,4.4,6.0,9.6,17.569539999999993,4.6,4.6,10.6,7.4,2.2,2.2,2.0
9876,2.0,2019.0,113.0,110.0,15.8,5.0,7.8,2.6,13.2,7.4,11.047799999999999,14.723000000000004,5.8,5.0,13.0,0.4,3.2,6.4,7.8,11.031859999999991,4.0,4.4,8.8,10.8,1.8,2.2,2.0
9877,1.0,2019.0,71.0,75.0,13.0,5.2,8.2,2.0,10.0,7.4,8.927919999999997,9.983260000000005,3.0,3.8,9.4,0.4,5.6,11.2,10.2,11.449879999999995,4.8,4.0,10.2,12.6,1.8,2.8,0.0
9482,4.0,2019.0,146.0,158.0,15.4,6.6,10.4,3.6,4.8,12.6,11.391919999999999,14.696380000000001,6.6,5.0,10.6,0.4,6.0,11.0,9.0,11.337059999999997,3.4,3.2,12.0,7.0,1.0,2.2,2.0
9488,2.0,2019.0,101.0,111.0,13.8,5.6,8.0,1.6,11.6,14.6,12.194279999999997,10.92604,4.6,2.2,10.0,0.4,3.4,10.2,8.0,12.961199999999991,4.6,3.0,7.6,11.0,2.8,3.4,0.0
10797,1.0,2019.0,238.0,72.0,17.4,6.6,11.0,4.0,7.6,14.2,8.678759999999997,20.466660000000005,7.0,4.4,11.8,0.8,4.4,9.2,14.2,8.675779999999996,5.2,3.8,9.8,7.8,3.4,1.6,0.0
9487,5.0,2019.0,181.0,225.0,12.8,5.4,12.4,4.8,10.4,6.6,11.458179999999997,11.761980000000003,3.2,4.0,10.6,1.0,5.6,9.4,9.0,8.154339999999992,5.4,2.2,12.4,6.4,2.4,1.2,2.0
10813,2.0,2019.0,96.0,116.0,14.8,5.0,15.0,3.0,9.4,11.2,13.686839999999998,11.364380000000002,5.2,4.4,11.4,0.8,6.6,10.2,13.2,12.69635999999999,5.2,5.8,12.4,11.8,1.2,1.4,2.0
9494,5.0,2019.0,160.0,235.0,14.8,6.6,15.2,5.8,9.4,8.8,8.787159999999997,11.115660000000002,3.6,3.6,10.6,1.0,6.4,10.2,11.6,10.603159999999992,5.2,4.0,13.4,8.2,2.8,1.0,1.0
10804,1.0,2019.0,89.0,81.0,14.8,6.0,11.2,3.0,9.6,13.6,10.646939999999997,16.540100000000002,5.2,5.2,10.6,0.6,3.8,4.8,14.6,10.910059999999996,5.2,4.4,8.4,8.6,2.8,2.0,1.0
10809,2.0,2019.0,106.0,110.0,15.0,5.2,14.4,3.2,9.6,12.2,14.178599999999998,12.301040000000002,5.0,4.6,11.8,0.6,7.0,10.2,14.2,10.82869999999999,4.4,5.4,12.8,12.4,1.4,2.2,1.0
9490,4.0,2019.0,239.0,141.0,11.6,4.4,9.2,1.4,5.4,12.2,12.87588,12.718220000000004,4.4,4.6,8.4,0.0,4.2,6.8,9.4,11.289999999999996,4.4,2.2,8.6,7.4,2.6,2.4,2.0
9496,2.0,2019.0,97.0,96.0,10.6,4.6,12.0,4.4,13.8,11.6,10.179159999999996,9.001740000000002,3.6,4.8,7.6,1.4,3.8,8.8,9.6,11.332259999999991,4.6,5.0,8.0,7.0,2.4,2.0,1.0
10811,2.0,2019.0,102.0,101.0,16.6,5.0,11.8,3.6,9.2,13.0,13.305799999999996,12.720880000000003,7.2,5.2,13.4,0.6,2.8,10.4,12.2,14.295979999999991,3.0,3.8,7.6,11.4,1.0,0.8,0.0
9886,2.0,2019.0,97.0,111.0,13.4,4.4,13.6,4.2,13.2,12.2,10.355939999999999,14.47682,3.0,3.6,9.6,1.2,5.0,11.4,10.2,9.30703999999999,3.6,5.4,10.0,9.2,2.8,2.2,0.0
10806,1.0,2019.0,87.0,80.0,13.4,5.6,12.8,2.4,12.8,12.4,10.698199999999996,14.970100000000002,4.2,5.0,9.0,0.4,4.0,5.6,12.2,9.403319999999995,5.0,5.6,9.2,9.2,2.8,2.4,2.0
10807,2.0,2019.0,113.0,94.0,10.4,3.4,14.8,4.8,9.0,10.4,11.415679999999998,14.411360000000002,4.2,4.4,8.0,0.8,3.8,10.0,10.6,9.50343999999999,5.6,3.2,9.8,9.6,2.0,0.6,1.0
10810,2.0,2019.0,243.0,242.0,16.8,5.8,12.6,3.2,9.6,12.4,12.305979999999996,13.138640000000004,6.8,4.0,13.6,0.8,4.6,10.2,13.6,14.588119999999993,3.6,6.2,9.4,10.6,1.2,1.2,2.0
10805,2.0,2019.0,230.0,105.0,19.2,6.8,10.6,3.6,7.0,13.6,12.595499999999998,13.646780000000003,6.8,4.8,15.6,0.8,4.2,10.4,12.6,14.57635999999999,2.4,5.4,8.0,12.2,1.0,0.8,2.0
9881,5.0,2019.0,168.0,181.0,12.0,6.0,11.8,3.8,9.2,11.6,7.865019999999997,14.666340000000002,6.0,3.4,9.2,1.0,3.8,5.6,9.2,17.63273999999999,4.6,4.2,11.0,8.6,2.8,2.6,2.0
9882,1.0,2019.0,220.0,229.0,15.0,4.5,10.5,2.25,8.25,5.25,8.238674999999995,11.797875000000005,4.0,4.0,11.25,0.25,5.0,12.8,8.4,11.566959999999995,7.0,3.6,9.0,11.6,1.4,2.6,1.0
9883,2.0,2019.0,102.0,230.0,11.6,4.2,11.2,4.0,13.8,10.2,11.924579999999997,9.392540000000002,4.8,2.8,9.2,0.8,2.8,9.2,9.0,10.130839999999989,3.6,7.0,9.0,10.0,2.2,3.0,0.0
9879,3.0,2019.0,240.0,134.0,9.6,3.6,11.6,3.6,9.0,8.0,11.944799999999997,12.708340000000002,3.6,3.8,6.4,1.4,4.8,13.0,10.4,9.891999999999994,5.8,3.2,9.8,10.4,1.6,1.8,2.0
9885,4.0,2019.0,159.0,152.0,10.4,5.0,14.4,4.6,3.8,13.6,11.060359999999998,9.374600000000003,5.0,5.2,7.2,0.6,6.0,5.2,10.4,9.882639999999995,4.2,4.6,8.8,8.0,1.2,1.6,2.0
9888,4.0,2019.0,157.0,138.0,16.4,7.0,11.0,2.4,5.8,11.4,9.434119999999998,11.613520000000003,4.8,6.2,12.2,0.4,7.8,4.4,9.8,6.961699999999996,4.8,4.4,12.2,6.2,1.8,1.6,1.0
9887,5.0,2019.0,164.0,176.0,13.6,6.2,11.6,3.2,3.8,10.0,8.324339999999998,13.032040000000004,4.8,4.4,11.2,0.8,4.4,6.0,12.0,8.55095999999999,4.6,2.6,12.0,7.4,3.0,2.4,2.0
9884,3.0,2019.0,123.0,205.0,10.0,2.8,12.2,4.2,9.8,9.4,9.953119999999998,13.881560000000002,6.8,4.0,6.4,0.6,6.2,11.0,11.0,8.513479999999994,4.8,1.2,12.0,7.4,0.6,1.8,0.0
9880,4.0,2019.0,231.0,140.0,17.4,7.4,13.2,5.0,11.0,9.4,13.936899999999998,10.566740000000003,6.2,3.6,12.2,1.2,6.6,9.2,13.2,6.594539999999995,2.4,3.8,12.0,8.0,2.2,1.2,1.0
10812,2.0,2019.0,99.0,98.0,10.4,3.4,13.6,3.8,11.0,9.6,9.462359999999997,17.600720000000003,5.0,5.0,8.0,0.4,3.6,9.2,10.2,7.64959999999999,6.8,3.8,11.0,7.8,2.0,0.6,2.0
9491,2.0,2019.0,110.0,99.0,12.6,4.4,10.2,3.0,11.6,10.8,15.475799999999998,9.35786,4.4,3.6,9.8,1.2,3.8,11.2,8.6,11.60245999999999,3.8,2.4,7.2,9.8,3.0,3.0,2.0
9495,1.0,2019.0,83.0,73.0,13.2,4.2,11.4,5.2,11.6,11.4,11.556579999999997,12.280280000000008,6.6,3.2,10.2,0.6,2.6,6.8,11.0,15.322919999999996,3.8,4.0,8.2,7.8,2.2,2.4,2.0
9498,2.0,2019.0,107.0,243.0,10.6,4.0,10.4,4.0,13.2,10.8,11.438419999999997,8.970920000000001,3.8,4.6,7.6,1.2,3.6,9.0,9.4,11.65725999999999,4.2,4.0,8.0,5.8,2.4,1.2,2.0
10808,2.0,2019.0,221.0,95.0,13.4,5.0,12.8,4.4,9.6,12.2,12.208659999999998,14.523120000000002,5.2,4.2,10.8,0.8,2.8,12.8,11.6,12.48091999999999,3.8,3.0,7.0,10.6,1.2,0.6,0.0
9497,2.0,2019.0,95.0,116.0,14.6,5.8,9.2,3.8,11.0,13.2,14.082779999999996,11.03508,5.0,3.0,10.0,1.4,5.0,13.6,12.8,12.50371999999999,5.4,5.0,8.2,10.4,2.6,3.4,1.0
10814,2.0,2019.0,111.0,107.0,11.2,3.0,14.4,3.8,11.8,11.0,10.342759999999997,15.15346,5.6,4.0,8.6,0.6,4.2,6.2,10.4,9.11091999999999,6.4,5.6,10.6,8.0,2.4,1.4,1.0
9489,4.0,2019.0,157.0,154.0,12.0,4.8,9.8,2.0,4.8,12.4,13.38682,12.311320000000004,4.6,4.4,8.8,0.0,5.6,9.2,11.6,10.944539999999996,5.0,2.0,9.8,6.6,2.2,2.4,2.0
10820,1.0,2019.0,88.0,79.0,17.0,5.8,8.2,4.4,6.6,13.0,10.366259999999997,16.665340000000004,3.6,4.6,12.6,1.2,4.2,7.2,11.4,12.535899999999994,5.0,2.8,7.8,8.8,3.6,1.0,2.0
9493,4.0,2019.0,152.0,147.0,8.6,3.6,12.0,3.4,5.2,11.8,11.685459999999999,10.535780000000003,4.8,4.4,6.4,0.6,5.0,8.6,8.6,10.714779999999996,4.4,1.0,10.2,6.8,2.4,2.0,2.0
10818,1.0,2019.0,86.0,87.0,18.6,5.8,7.0,3.6,6.6,13.0,8.045979999999997,17.418480000000002,3.4,5.6,13.4,1.2,4.8,7.8,11.4,13.489839999999996,5.2,3.0,8.4,7.4,4.0,1.0,0.0
9492,3.0,2019.0,130.0,121.0,17.0,6.6,8.2,3.2,10.2,7.4,8.06368,14.168880000000001,7.6,2.2,12.2,1.2,5.2,9.0,14.6,9.099339999999994,5.0,3.4,11.0,11.6,0.8,2.6,2.0
10822,1.0,2019.0,92.0,220.0,14.8,4.2,12.4,3.6,7.4,5.2,11.004699999999996,10.429200000000003,4.4,4.4,12.4,0.4,4.6,10.6,8.4,14.741699999999998,5.2,4.6,9.4,11.6,2.6,2.4,0.0
10821,1.0,2019.0,83.0,90.0,18.2,5.0,11.2,3.6,7.0,11.2,9.571219999999997,17.675980000000003,4.8,5.2,13.0,1.4,4.4,8.0,10.6,10.068159999999995,5.2,2.8,11.2,7.8,3.8,1.6,2.0
10815,2.0,2019.0,242.0,230.0,10.8,4.8,13.8,4.8,7.8,13.8,13.571099999999996,10.765520000000002,5.0,4.4,8.0,0.8,6.4,7.8,13.4,11.818819999999992,8.0,4.6,15.2,7.6,2.4,1.4,0.0
10817,2.0,2019.0,105.0,104.0,14.2,4.0,11.2,2.4,7.4,11.4,8.640399999999998,13.967360000000003,8.0,6.4,11.0,0.8,5.0,8.8,11.6,11.627919999999989,6.6,4.6,10.0,9.4,3.8,1.6,2.0
10819,1.0,2019.0,81.0,71.0,17.4,5.0,12.8,4.8,8.0,12.4,10.574079999999999,16.288480000000003,6.0,6.2,12.6,1.2,4.8,8.0,10.2,8.263879999999997,5.4,2.0,13.6,6.4,4.2,1.4,1.0
10823,1.0,2019.0,80.0,229.0,14.0,4.2,13.4,4.0,8.2,5.8,13.168039999999996,9.095500000000003,4.6,4.4,11.6,0.6,4.6,10.4,7.8,11.936699999999995,5.2,5.0,8.6,11.4,2.8,1.6,2.0
